ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Year,Month
Big Street ATM,2014-01-03,130.0,47.0,573800.0,272800.0,Friday,NH,H,WHH,2014,January
Big Street ATM,2014-01-03,129.0,47.0,513737.0,239342.0,Friday,NA,NA,NA,2014,January
Big Street ATM,2014-01-03,189.0,131.0,814075.0,597312.0,Friday,NA,NA,NA,2014,January
Mount Road ATM,2014-01-03,175.0,93.0,805400.0,524300.0,Friday,NH,H,WHH,2014,January
Big Street ATM,2014-01-04,95.0,72.0,468077.0,402360.0,Saturday,NA,NA,NA,2014,January
Big Street ATM,2014-01-04,111.0,36.0,389150.0,169180.0,Saturday,NA,NA,NA,2014,January
Big Street ATM,2014-01-04,129.0,47.0,513737.0,239342.0,Saturday,NA,NA,NA,2014,January
Big Street ATM,2014-01-04,189.0,131.0,814075.0,597312.0,Saturday,NA,NA,NA,2014,January
Big Street ATM,2014-01-04,153.0,72.0,580754.0,337611.0,Saturday,NA,NA,NA,2014,January
Airport ATM,2014-01-05,67.0,59.0,443600.0,427600.0,Sunday,N,H,WHW,2014,January
Big Street ATM,2014-01-05,70.0,24.0,349200.0,161200.0,Sunday,N,H,WHW,2014,January
Christ College ATM,2014-01-05,80.0,39.0,478600.0,211700.0,Sunday,N,H,WHW,2014,January
KK Nagar ATM,2014-01-05,215.0,152.0,973000.0,659500.0,Sunday,N,H,WHW,2014,January
Mount Road ATM,2014-01-05,102.0,60.0,438300.0,283600.0,Sunday,N,H,WHW,2014,January
Airport ATM,2014-01-06,96.0,71.0,404100.0,355300.0,Monday,NH,H,HHW,2014,January
Big Street ATM,2014-01-06,142.0,39.0,395500.0,132700.0,Monday,NH,H,HHW,2014,January
Big Street ATM,2014-01-06,129.0,47.0,513737.0,239342.0,Monday,NA,NA,NA,2014,January
Big Street ATM,2014-01-06,189.0,131.0,814075.0,597312.0,Monday,NA,NA,NA,2014,January
Mount Road ATM,2014-01-06,193.0,60.0,773100.0,293700.0,Monday,NH,H,HHW,2014,January
Airport ATM,2014-01-07,77.0,63.0,357600.0,314700.0,Tuesday,NH,W,WWW,2014,January
Big Street ATM,2014-01-07,142.0,36.0,699500.0,208400.0,Tuesday,NH,W,WWW,2014,January
Big Street ATM,2014-01-07,129.0,47.0,513737.0,239342.0,Tuesday,NA,NA,NA,2014,January
Big Street ATM,2014-01-07,189.0,131.0,814075.0,597312.0,Tuesday,NA,NA,NA,2014,January
Mount Road ATM,2014-01-07,212.0,98.0,801000.0,468000.0,Tuesday,NH,W,WWW,2014,January
Airport ATM,2014-01-08,121.0,83.0,742300.0,581500.0,Wednesday,NH,W,WWH,2014,January
Big Street ATM,2014-01-08,150.0,31.0,528200.0,113700.0,Wednesday,NH,W,WWH,2014,January
Big Street ATM,2014-01-08,129.0,47.0,513737.0,239342.0,Wednesday,NA,NA,NA,2014,January
Big Street ATM,2014-01-08,189.0,131.0,814075.0,597312.0,Wednesday,NA,NA,NA,2014,January
Big Street ATM,2014-01-08,153.0,72.0,580754.0,337611.0,Wednesday,NA,NA,NA,2014,January
Airport ATM,2014-01-09,99.0,79.0,529500.0,456500.0,Thursday,NH,W,HWW,2014,January
Big Street ATM,2014-01-09,140.0,32.0,557000.0,137700.0,Thursday,NH,W,HWW,2014,January
Big Street ATM,2014-01-09,129.0,47.0,513737.0,239342.0,Thursday,NA,NA,NA,2014,January
Big Street ATM,2014-01-09,189.0,131.0,814075.0,597312.0,Thursday,NA,NA,NA,2014,January
Mount Road ATM,2014-01-09,219.0,112.0,983000.0,653500.0,Thursday,NH,W,HWW,2014,January
Airport ATM,2014-01-10,40.0,29.0,211700.0,135100.0,Friday,NH,W,WWH,2014,January
Big Street ATM,2014-01-10,164.0,42.0,671600.0,216000.0,Friday,NH,W,WWH,2014,January
Big Street ATM,2014-01-10,129.0,47.0,513737.0,239342.0,Friday,NA,NA,NA,2014,January
Big Street ATM,2014-01-10,189.0,131.0,814075.0,597312.0,Friday,NA,NA,NA,2014,January
Mount Road ATM,2014-01-10,246.0,128.0,1141300.0,688000.0,Friday,NH,W,WWH,2014,January
Airport ATM,2014-01-11,127.0,97.0,781400.0,642400.0,Saturday,NH,H,WHH,2014,January
Big Street ATM,2014-01-11,141.0,36.0,506900.0,100300.0,Saturday,NH,H,WHH,2014,January
Big Street ATM,2014-01-11,129.0,47.0,513737.0,239342.0,Saturday,NA,NA,NA,2014,January
Big Street ATM,2014-01-11,189.0,131.0,814075.0,597312.0,Saturday,NA,NA,NA,2014,January
Big Street ATM,2014-01-11,153.0,72.0,580754.0,337611.0,Saturday,NA,NA,NA,2014,January
Airport ATM,2014-01-12,36.0,23.0,194900.0,166700.0,Sunday,NH,W,HWW,2014,January
Big Street ATM,2014-01-12,78.0,24.0,308400.0,122600.0,Sunday,NH,W,HWW,2014,January
Big Street ATM,2014-01-12,129.0,47.0,513737.0,239342.0,Sunday,NA,NA,NA,2014,January
Big Street ATM,2014-01-12,189.0,131.0,814075.0,597312.0,Sunday,NA,NA,NA,2014,January
Mount Road ATM,2014-01-12,197.0,107.0,1006700.0,565900.0,Sunday,NH,W,HWW,2014,January
Airport ATM,2014-01-13,120.0,75.0,498300.0,329300.0,Monday,NH,W,HWH,2014,January
Big Street ATM,2014-01-13,84.0,27.0,287100.0,125400.0,Monday,NH,W,HWH,2014,January
Christ College ATM,2014-01-13,155.0,47.0,664000.0,227300.0,Monday,NH,W,HWH,2014,January
KK Nagar ATM,2014-01-13,260.0,157.0,1038300.0,680900.0,Monday,NH,W,HWH,2014,January
Mount Road ATM,2014-01-13,186.0,75.0,580100.0,237500.0,Monday,NH,W,HWH,2014,January
Airport ATM,2014-01-14,50.0,24.0,231000.0,154100.0,Tuesday,H,H,WHH,2014,January
Big Street ATM,2014-01-14,115.0,23.0,252600.0,91000.0,Tuesday,H,H,WHH,2014,January
Christ College ATM,2014-01-14,91.0,36.0,294400.0,96400.0,Tuesday,H,H,WHH,2014,January
KK Nagar ATM,2014-01-14,129.0,59.0,444200.0,252600.0,Tuesday,H,H,WHH,2014,January
Mount Road ATM,2014-01-14,108.0,18.0,293000.0,73400.0,Tuesday,H,H,WHH,2014,January
Airport ATM,2014-01-15,69.0,44.0,313100.0,223600.0,Wednesday,H,H,HHH,2014,January
Big Street ATM,2014-01-15,135.0,40.0,461600.0,197600.0,Wednesday,H,H,HHH,2014,January
Christ College ATM,2014-01-15,78.0,39.0,313800.0,217600.0,Wednesday,H,H,HHH,2014,January
KK Nagar ATM,2014-01-15,139.0,74.0,522100.0,323700.0,Wednesday,H,H,HHH,2014,January
Mount Road ATM,2014-01-15,96.0,29.0,377200.0,176400.0,Wednesday,H,H,HHH,2014,January
Airport ATM,2014-01-16,90.0,64.0,217900.0,169600.0,Thursday,H,H,HHW,2014,January
Big Street ATM,2014-01-16,130.0,43.0,438400.0,216400.0,Thursday,H,H,HHW,2014,January
Christ College ATM,2014-01-16,116.0,36.0,354500.0,119900.0,Thursday,H,H,HHW,2014,January
KK Nagar ATM,2014-01-16,195.0,99.0,771000.0,315300.0,Thursday,H,H,HHW,2014,January
Mount Road ATM,2014-01-16,127.0,43.0,352600.0,159800.0,Thursday,H,H,HHW,2014,January
Airport ATM,2014-01-17,97.0,74.0,514700.0,458700.0,Friday,NH,W,HWH,2014,January
Big Street ATM,2014-01-17,112.0,40.0,342800.0,176600.0,Friday,NH,W,HWH,2014,January
Big Street ATM,2014-01-17,129.0,47.0,513737.0,239342.0,Friday,NA,NA,NA,2014,January
KK Nagar ATM,2014-01-17,260.0,171.0,1184400.0,847600.0,Friday,NH,W,HWH,2014,January
Mount Road ATM,2014-01-17,155.0,83.0,660800.0,462500.0,Friday,NH,W,HWH,2014,January
Airport ATM,2014-01-18,105.0,81.0,570700.0,515500.0,Saturday,NH,H,WHH,2014,January
Big Street ATM,2014-01-18,120.0,20.0,404500.0,144400.0,Saturday,NH,H,WHH,2014,January
Christ College ATM,2014-01-18,170.0,54.0,741600.0,337800.0,Saturday,NH,H,WHH,2014,January
KK Nagar ATM,2014-01-18,200.0,144.0,775300.0,569000.0,Saturday,NH,H,WHH,2014,January
Mount Road ATM,2014-01-18,152.0,62.0,598900.0,337500.0,Saturday,NH,H,WHH,2014,January
Airport ATM,2014-01-19,127.0,97.0,530300.0,404900.0,Sunday,NH,H,HHW,2014,January
Big Street ATM,2014-01-19,123.0,27.0,389500.0,138800.0,Sunday,NH,H,HHW,2014,January
Christ College ATM,2014-01-19,148.0,36.0,461600.0,96300.0,Sunday,NH,H,HHW,2014,January
KK Nagar ATM,2014-01-19,113.0,80.0,411500.0,323900.0,Sunday,NH,H,HHW,2014,January
Mount Road ATM,2014-01-19,103.0,27.0,266000.0,89400.0,Sunday,NH,H,HHW,2014,January
Airport ATM,2014-01-20,119.0,96.0,793400.0,740800.0,Monday,NH,W,HWW,2014,January
Big Street ATM,2014-01-20,85.0,40.0,310400.0,186400.0,Monday,NH,W,HWW,2014,January
Big Street ATM,2014-01-20,189.0,131.0,814075.0,597312.0,Monday,NA,NA,NA,2014,January
Christ College ATM,2014-01-20,187.0,70.0,762100.0,327300.0,Monday,NH,W,HWW,2014,January
Mount Road ATM,2014-01-20,168.0,87.0,550500.0,353600.0,Monday,NH,W,HWW,2014,January
Airport ATM,2014-01-21,79.0,67.0,244500.0,222500.0,Tuesday,NH,W,WWW,2014,January
Big Street ATM,2014-01-21,85.0,34.0,319800.0,182400.0,Tuesday,NH,W,WWW,2014,January
Big Street ATM,2014-01-21,189.0,131.0,814075.0,597312.0,Tuesday,NA,NA,NA,2014,January
Christ College ATM,2014-01-21,175.0,59.0,801900.0,340400.0,Tuesday,NH,W,WWW,2014,January
Mount Road ATM,2014-01-21,128.0,68.0,373800.0,196100.0,Tuesday,NH,W,WWW,2014,January
Airport ATM,2014-01-22,127.0,95.0,615800.0,506700.0,Wednesday,NH,W,WWW,2014,January
Big Street ATM,2014-01-22,96.0,29.0,220000.0,100400.0,Wednesday,NH,W,WWW,2014,January
Christ College ATM,2014-01-22,157.0,67.0,705700.0,444300.0,Wednesday,NH,W,WWW,2014,January
KK Nagar ATM,2014-01-22,202.0,154.0,1030800.0,858400.0,Wednesday,NH,W,WWW,2014,January
Mount Road ATM,2014-01-22,163.0,86.0,572800.0,372200.0,Wednesday,NH,W,WWW,2014,January
Airport ATM,2014-01-23,103.0,80.0,547200.0,509100.0,Thursday,NH,W,WWW,2014,January
Big Street ATM,2014-01-23,81.0,40.0,264600.0,166900.0,Thursday,NH,W,WWW,2014,January
Christ College ATM,2014-01-23,110.0,69.0,461800.0,308500.0,Thursday,NH,W,WWW,2014,January
KK Nagar ATM,2014-01-23,181.0,143.0,736400.0,577500.0,Thursday,NH,W,WWW,2014,January
Mount Road ATM,2014-01-23,130.0,67.0,564300.0,384500.0,Thursday,NH,W,WWW,2014,January
Airport ATM,2014-01-24,78.0,63.0,380500.0,354600.0,Friday,NH,W,WWH,2014,January
Big Street ATM,2014-01-24,118.0,45.0,385300.0,244400.0,Friday,NH,W,WWH,2014,January
Christ College ATM,2014-01-24,86.0,45.0,362700.0,285300.0,Friday,NH,W,WWH,2014,January
KK Nagar ATM,2014-01-24,162.0,119.0,704200.0,530400.0,Friday,NH,W,WWH,2014,January
Mount Road ATM,2014-01-24,175.0,81.0,591200.0,396000.0,Friday,NH,W,WWH,2014,January
Airport ATM,2014-01-25,70.0,54.0,386900.0,341700.0,Saturday,NH,H,WHH,2014,January
Big Street ATM,2014-01-25,97.0,37.0,258500.0,106300.0,Saturday,NH,H,WHH,2014,January
Big Street ATM,2014-01-25,189.0,131.0,814075.0,597312.0,Saturday,NA,NA,NA,2014,January
Christ College ATM,2014-01-25,144.0,61.0,636700.0,339900.0,Saturday,NH,H,WHH,2014,January
Mount Road ATM,2014-01-25,166.0,89.0,579700.0,399300.0,Saturday,NH,H,WHH,2014,January
Airport ATM,2014-01-26,97.0,74.0,435900.0,406800.0,Sunday,N,H,HHW,2014,January
Big Street ATM,2014-01-26,118.0,31.0,415800.0,182400.0,Sunday,N,H,HHW,2014,January
Christ College ATM,2014-01-26,137.0,35.0,349900.0,137100.0,Sunday,N,H,HHW,2014,January
KK Nagar ATM,2014-01-26,110.0,76.0,492500.0,388000.0,Sunday,N,H,HHW,2014,January
Mount Road ATM,2014-01-26,149.0,44.0,365800.0,131200.0,Sunday,N,H,HHW,2014,January
Airport ATM,2014-01-27,112.0,92.0,524800.0,494600.0,Monday,NH,W,HWW,2014,January
Big Street ATM,2014-01-27,92.0,29.0,279800.0,124800.0,Monday,NH,W,HWW,2014,January
Christ College ATM,2014-01-27,127.0,46.0,467400.0,216200.0,Monday,NH,W,HWW,2014,January
KK Nagar ATM,2014-01-27,208.0,161.0,1032800.0,843000.0,Monday,NH,W,HWW,2014,January
Mount Road ATM,2014-01-27,133.0,66.0,511600.0,318500.0,Monday,NH,W,HWW,2014,January
Airport ATM,2014-01-28,86.0,74.0,494900.0,487200.0,Tuesday,NH,W,WWW,2014,January
Big Street ATM,2014-01-28,107.0,47.0,398200.0,251800.0,Tuesday,NH,W,WWW,2014,January
Christ College ATM,2014-01-28,139.0,33.0,444200.0,152500.0,Tuesday,NH,W,WWW,2014,January
KK Nagar ATM,2014-01-28,209.0,170.0,836400.0,743000.0,Tuesday,NH,W,WWW,2014,January
Mount Road ATM,2014-01-28,106.0,58.0,367500.0,278800.0,Tuesday,NH,W,WWW,2014,January
Airport ATM,2014-01-29,91.0,73.0,372900.0,311000.0,Wednesday,NH,W,WWW,2014,January
Big Street ATM,2014-01-29,84.0,31.0,234200.0,148800.0,Wednesday,NH,W,WWW,2014,January
Christ College ATM,2014-01-29,148.0,46.0,549600.0,257200.0,Wednesday,NH,W,WWW,2014,January
KK Nagar ATM,2014-01-29,206.0,162.0,988900.0,836200.0,Wednesday,NH,W,WWW,2014,January
Mount Road ATM,2014-01-29,130.0,79.0,606900.0,391100.0,Wednesday,NH,W,WWW,2014,January
Airport ATM,2014-01-30,129.0,101.0,715300.0,644800.0,Thursday,NH,W,WWW,2014,January
Big Street ATM,2014-01-30,67.0,33.0,274700.0,177600.0,Thursday,NH,W,WWW,2014,January
Big Street ATM,2014-01-30,189.0,131.0,814075.0,597312.0,Thursday,NA,NA,NA,2014,January
Christ College ATM,2014-01-30,126.0,43.0,592100.0,267700.0,Thursday,NH,W,WWW,2014,January
Mount Road ATM,2014-01-30,126.0,71.0,487200.0,292800.0,Thursday,NH,W,WWW,2014,January
Airport ATM,2014-01-31,132.0,100.0,643500.0,511800.0,Friday,NH,W,WWH,2014,January
Big Street ATM,2014-01-31,120.0,48.0,401100.0,210000.0,Friday,NH,W,WWH,2014,January
Big Street ATM,2014-01-31,129.0,47.0,513737.0,239342.0,Friday,NA,NA,NA,2014,January
Big Street ATM,2014-01-31,189.0,131.0,814075.0,597312.0,Friday,NA,NA,NA,2014,January
Mount Road ATM,2014-01-31,191.0,103.0,692200.0,396300.0,Friday,NH,W,WWH,2014,January
Airport ATM,2014-02-01,49.0,40.0,221600.0,203900.0,Saturday,NH,W,HWW,2014,February
Big Street ATM,2014-02-01,80.0,32.0,257500.0,97600.0,Saturday,NH,W,HWW,2014,February
Big Street ATM,2014-02-01,187.0,129.0,818831.0,577544.0,Saturday,NA,NA,NA,2014,February
Christ College ATM,2014-02-01,183.0,77.0,836100.0,347800.0,Saturday,NH,W,HWW,2014,February
Mount Road ATM,2014-02-01,193.0,133.0,1031000.0,813400.0,Saturday,NH,W,HWW,2014,February
Airport ATM,2014-02-02,119.0,79.0,419200.0,291600.0,Sunday,NH,H,HHW,2014,February
Big Street ATM,2014-02-02,128.0,45.0,543000.0,288000.0,Sunday,NH,H,HHW,2014,February
Big Street ATM,2014-02-02,154.0,59.0,663121.0,306363.0,Sunday,NA,NA,NA,2014,February
KK Nagar ATM,2014-02-02,144.0,77.0,726800.0,335400.0,Sunday,NH,H,HHW,2014,February
Mount Road ATM,2014-02-02,162.0,50.0,556200.0,222800.0,Sunday,NH,H,HHW,2014,February
Airport ATM,2014-02-03,143.0,98.0,845300.0,709600.0,Monday,NH,H,HHW,2014,February
Big Street ATM,2014-02-03,154.0,44.0,478400.0,153600.0,Monday,NH,H,HHW,2014,February
Big Street ATM,2014-02-03,154.0,59.0,663121.0,306363.0,Monday,NA,NA,NA,2014,February
KK Nagar ATM,2014-02-03,151.0,94.0,675400.0,441200.0,Monday,NH,H,HHW,2014,February
Mount Road ATM,2014-02-03,147.0,48.0,435300.0,136200.0,Monday,NH,H,HHW,2014,February
Airport ATM,2014-02-04,58.0,43.0,206200.0,190500.0,Tuesday,NH,W,WWW,2014,February
Big Street ATM,2014-02-04,76.0,25.0,313900.0,165000.0,Tuesday,NH,W,WWW,2014,February
Big Street ATM,2014-02-04,187.0,129.0,818831.0,577544.0,Tuesday,NA,NA,NA,2014,February
Christ College ATM,2014-02-04,138.0,68.0,820300.0,495800.0,Tuesday,NH,W,WWW,2014,February
Mount Road ATM,2014-02-04,52.0,34.0,192700.0,139800.0,Tuesday,NH,W,WWW,2014,February
Airport ATM,2014-02-05,103.0,83.0,455200.0,379400.0,Wednesday,NH,W,HWH,2014,February
Big Street ATM,2014-02-05,109.0,45.0,473000.0,206900.0,Wednesday,NH,W,HWH,2014,February
Big Street ATM,2014-02-05,187.0,129.0,818831.0,577544.0,Wednesday,NA,NA,NA,2014,February
Christ College ATM,2014-02-05,138.0,66.0,718600.0,376200.0,Wednesday,NH,W,HWH,2014,February
Mount Road ATM,2014-02-05,165.0,117.0,883100.0,709900.0,Wednesday,NH,W,HWH,2014,February
Airport ATM,2014-02-06,142.0,100.0,610400.0,480100.0,Thursday,NH,W,HWW,2014,February
Big Street ATM,2014-02-06,147.0,47.0,639000.0,263500.0,Thursday,NH,W,HWW,2014,February
Big Street ATM,2014-02-06,154.0,59.0,663121.0,306363.0,Thursday,NA,NA,NA,2014,February
Big Street ATM,2014-02-06,187.0,129.0,818831.0,577544.0,Thursday,NA,NA,NA,2014,February
Mount Road ATM,2014-02-06,236.0,111.0,1130100.0,698400.0,Thursday,NH,W,HWW,2014,February
Airport ATM,2014-02-07,145.0,102.0,946800.0,736200.0,Friday,NH,W,WWW,2014,February
Big Street ATM,2014-02-07,59.0,17.0,229700.0,101100.0,Friday,NH,W,WWW,2014,February
Big Street ATM,2014-02-07,187.0,129.0,818831.0,577544.0,Friday,NA,NA,NA,2014,February
Christ College ATM,2014-02-07,139.0,43.0,650500.0,198600.0,Friday,NH,W,WWW,2014,February
Mount Road ATM,2014-02-07,220.0,110.0,1179400.0,752900.0,Friday,NH,W,WWW,2014,February
Airport ATM,2014-02-08,116.0,87.0,608900.0,507600.0,Saturday,NH,H,WHH,2014,February
Big Street ATM,2014-02-08,149.0,35.0,551300.0,105100.0,Saturday,NH,H,WHH,2014,February
Big Street ATM,2014-02-08,154.0,59.0,663121.0,306363.0,Saturday,NA,NA,NA,2014,February
Big Street ATM,2014-02-08,187.0,129.0,818831.0,577544.0,Saturday,NA,NA,NA,2014,February
Big Street ATM,2014-02-08,158.0,79.0,633146.0,400735.0,Saturday,NA,NA,NA,2014,February
Airport ATM,2014-02-09,112.0,88.0,723500.0,628900.0,Sunday,NH,W,WWW,2014,February
Big Street ATM,2014-02-09,105.0,26.0,390700.0,159800.0,Sunday,NH,W,WWW,2014,February
Big Street ATM,2014-02-09,187.0,129.0,818831.0,577544.0,Sunday,NA,NA,NA,2014,February
Christ College ATM,2014-02-09,173.0,64.0,845300.0,341400.0,Sunday,NH,W,WWW,2014,February
Mount Road ATM,2014-02-09,207.0,86.0,892500.0,521800.0,Sunday,NH,W,WWW,2014,February
Big Street ATM,2014-02-10,100.0,72.0,473093.0,386896.0,Monday,NA,NA,NA,2014,February
Big Street ATM,2014-02-10,52.0,15.0,134200.0,24000.0,Monday,N,H,WHH,2014,February
Big Street ATM,2014-02-10,154.0,59.0,663121.0,306363.0,Monday,NA,NA,NA,2014,February
Big Street ATM,2014-02-10,187.0,129.0,818831.0,577544.0,Monday,NA,NA,NA,2014,February
Big Street ATM,2014-02-10,158.0,79.0,633146.0,400735.0,Monday,NA,NA,NA,2014,February
Airport ATM,2014-02-11,87.0,52.0,469100.0,312700.0,Tuesday,NH,H,HHW,2014,February
Big Street ATM,2014-02-11,161.0,41.0,660500.0,237200.0,Tuesday,NH,H,HHW,2014,February
Big Street ATM,2014-02-11,154.0,59.0,663121.0,306363.0,Tuesday,NA,NA,NA,2014,February
KK Nagar ATM,2014-02-11,133.0,62.0,703100.0,306800.0,Tuesday,NH,H,HHW,2014,February
Mount Road ATM,2014-02-11,143.0,63.0,776500.0,511600.0,Tuesday,NH,H,HHW,2014,February
Airport ATM,2014-02-12,102.0,73.0,520500.0,446900.0,Wednesday,NH,W,WWW,2014,February
Big Street ATM,2014-02-12,130.0,46.0,495000.0,161400.0,Wednesday,NH,W,WWW,2014,February
Big Street ATM,2014-02-12,154.0,59.0,663121.0,306363.0,Wednesday,NA,NA,NA,2014,February
KK Nagar ATM,2014-02-12,173.0,114.0,695400.0,499900.0,Wednesday,NH,W,WWW,2014,February
Mount Road ATM,2014-02-12,161.0,109.0,827800.0,634400.0,Wednesday,NH,W,WWW,2014,February
Airport ATM,2014-02-13,6.0,2.0,14700.0,4600.0,Thursday,NH,W,WWW,2014,February
Big Street ATM,2014-02-13,118.0,25.0,361600.0,62900.0,Thursday,NH,W,WWW,2014,February
Christ College ATM,2014-02-13,132.0,54.0,613800.0,293800.0,Thursday,NH,W,WWW,2014,February
KK Nagar ATM,2014-02-13,213.0,163.0,1054900.0,823800.0,Thursday,NH,W,WWW,2014,February
Mount Road ATM,2014-02-13,163.0,85.0,575400.0,355100.0,Thursday,NH,W,WWW,2014,February
Airport ATM,2014-02-14,103.0,76.0,420800.0,348900.0,Friday,NH,W,WWH,2014,February
Big Street ATM,2014-02-14,132.0,43.0,559300.0,257700.0,Friday,NH,W,WWH,2014,February
Christ College ATM,2014-02-14,154.0,65.0,768100.0,365300.0,Friday,NH,W,WWH,2014,February
KK Nagar ATM,2014-02-14,247.0,163.0,930400.0,594900.0,Friday,NH,W,WWH,2014,February
Mount Road ATM,2014-02-14,158.0,67.0,484200.0,257400.0,Friday,NH,W,WWH,2014,February
Airport ATM,2014-02-15,140.0,102.0,793000.0,671300.0,Saturday,NH,H,WHH,2014,February
Big Street ATM,2014-02-15,136.0,34.0,400300.0,113000.0,Saturday,NH,H,WHH,2014,February
Christ College ATM,2014-02-15,162.0,63.0,658000.0,281600.0,Saturday,NH,H,WHH,2014,February
KK Nagar ATM,2014-02-15,235.0,164.0,1068700.0,742700.0,Saturday,NH,H,WHH,2014,February
Mount Road ATM,2014-02-15,230.0,85.0,832500.0,432900.0,Saturday,NH,H,WHH,2014,February
Airport ATM,2014-02-16,132.0,83.0,506900.0,378500.0,Sunday,NH,H,HHW,2014,February
Big Street ATM,2014-02-16,127.0,38.0,376100.0,104200.0,Sunday,NH,H,HHW,2014,February
Christ College ATM,2014-02-16,182.0,44.0,525000.0,119400.0,Sunday,NH,H,HHW,2014,February
KK Nagar ATM,2014-02-16,116.0,75.0,402700.0,249300.0,Sunday,NH,H,HHW,2014,February
Mount Road ATM,2014-02-16,116.0,41.0,434600.0,281000.0,Sunday,NH,H,HHW,2014,February
Airport ATM,2014-02-17,90.0,69.0,451400.0,410700.0,Monday,NH,W,HWW,2014,February
Big Street ATM,2014-02-17,77.0,33.0,259100.0,181400.0,Monday,NH,W,HWW,2014,February
Big Street ATM,2014-02-17,187.0,129.0,818831.0,577544.0,Monday,NA,NA,NA,2014,February
Christ College ATM,2014-02-17,111.0,50.0,378700.0,205300.0,Monday,NH,W,HWW,2014,February
Mount Road ATM,2014-02-17,132.0,84.0,565600.0,474600.0,Monday,NH,W,HWW,2014,February
Airport ATM,2014-02-18,122.0,97.0,570700.0,516200.0,Tuesday,NH,W,WWW,2014,February
Big Street ATM,2014-02-18,89.0,34.0,377600.0,229100.0,Tuesday,NH,W,WWW,2014,February
Christ College ATM,2014-02-18,102.0,57.0,484000.0,315200.0,Tuesday,NH,W,WWW,2014,February
KK Nagar ATM,2014-02-18,190.0,151.0,909200.0,731200.0,Tuesday,NH,W,WWW,2014,February
Mount Road ATM,2014-02-18,131.0,68.0,423600.0,213200.0,Tuesday,NH,W,WWW,2014,February
Airport ATM,2014-02-19,77.0,45.0,359400.0,281800.0,Wednesday,NH,W,WWW,2014,February
Big Street ATM,2014-02-19,121.0,36.0,401700.0,181600.0,Wednesday,NH,W,WWW,2014,February
Christ College ATM,2014-02-19,160.0,67.0,666100.0,388600.0,Wednesday,NH,W,WWW,2014,February
KK Nagar ATM,2014-02-19,199.0,144.0,830800.0,637000.0,Wednesday,NH,W,WWW,2014,February
Mount Road ATM,2014-02-19,177.0,70.0,548000.0,280400.0,Wednesday,NH,W,WWW,2014,February
Airport ATM,2014-02-20,99.0,78.0,449200.0,394700.0,Thursday,NH,W,WWW,2014,February
Big Street ATM,2014-02-20,130.0,42.0,363200.0,149800.0,Thursday,NH,W,WWW,2014,February
Christ College ATM,2014-02-20,150.0,54.0,680200.0,335000.0,Thursday,NH,W,WWW,2014,February
KK Nagar ATM,2014-02-20,233.0,171.0,1031000.0,820100.0,Thursday,NH,W,WWW,2014,February
Mount Road ATM,2014-02-20,150.0,87.0,771500.0,601900.0,Thursday,NH,W,WWW,2014,February
Airport ATM,2014-02-21,103.0,64.0,335400.0,251400.0,Friday,NH,W,WWH,2014,February
Big Street ATM,2014-02-21,147.0,42.0,484400.0,250200.0,Friday,NH,W,WWH,2014,February
Big Street ATM,2014-02-21,187.0,129.0,818831.0,577544.0,Friday,NA,NA,NA,2014,February
Christ College ATM,2014-02-21,196.0,66.0,731200.0,315200.0,Friday,NH,W,WWH,2014,February
Mount Road ATM,2014-02-21,164.0,83.0,562700.0,351300.0,Friday,NH,W,WWH,2014,February
Airport ATM,2014-02-22,93.0,67.0,320300.0,245000.0,Saturday,NH,H,WHH,2014,February
Big Street ATM,2014-02-22,123.0,37.0,316300.0,151700.0,Saturday,NH,H,WHH,2014,February
Christ College ATM,2014-02-22,126.0,68.0,582700.0,378200.0,Saturday,NH,H,WHH,2014,February
KK Nagar ATM,2014-02-22,216.0,152.0,830600.0,603200.0,Saturday,NH,H,WHH,2014,February
Mount Road ATM,2014-02-22,171.0,69.0,511800.0,268900.0,Saturday,NH,H,WHH,2014,February
Airport ATM,2014-02-23,93.0,69.0,353200.0,292000.0,Sunday,NH,H,HHW,2014,February
Big Street ATM,2014-02-23,134.0,47.0,310700.0,167700.0,Sunday,NH,H,HHW,2014,February
Christ College ATM,2014-02-23,146.0,46.0,482700.0,118200.0,Sunday,NH,H,HHW,2014,February
KK Nagar ATM,2014-02-23,111.0,81.0,305700.0,214100.0,Sunday,NH,H,HHW,2014,February
Mount Road ATM,2014-02-23,94.0,34.0,208000.0,95400.0,Sunday,NH,H,HHW,2014,February
Airport ATM,2014-02-24,105.0,82.0,508200.0,430200.0,Monday,NH,W,HWW,2014,February
